Transaction ID,Date,Month,Day,Year,Spending Category,Revenue,Amount Spent,Net Cash Flow,Monthly Budget,Monthly Budget Remaining,Budget Used %,Expense Description,Vendor Name,Vendor City,Vendor State,DMV Local Vendor,Vendor Ownership Classification,Invoice Number,Invoice Date,Payment Due Date,Payment Date,Payment Status,Days to Pay,On-Time Payment,Approval Required,Approval Status,Approver,Receipt Attached,Categorization Status,Automation Status,Duplicate Flag,Large Expense Flag,Category Anomaly Flag,Budget Alert,Review Required,Fair Operations Note,Invoice Reminder Sent,Monthly Report Included
TXN-2026-0189,07/08/2026,7,8,2026,—,16681.88,0.00,16681.88,100000.00,92813.57,0.0719,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0190,07/09/2026,7,9,2026,Travel,17731.56,984.40,16747.16,100000.00,91829.17,0.0817,Client meeting transportation,Capital Transit Services,Washington,DC,Yes,Not Disclosed,INV-0709-0190,07/04/2026,08/03/2026,07/29/2026,Paid On Time,25,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0191,07/10/2026,7,10,2026,Software & Subscriptions,14142.25,361.65,13780.60,100000.00,91467.52,0.0853,Cloud hosting and storage,Blue Ridge Digital Tools,Arlington,VA,Yes,Minority-Owned,INV-0710-0191,07/05/2026,08/04/2026,07/07/2026,Paid On Time,2,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0192,07/11/2026,7,11,2026,Operations,7000.51,3116.09,3884.42,100000.00,88351.43,0.1165,Inventory and fulfillment support,Capital Operations Group,Washington,DC,Yes,Minority-Owned,INV-0711-0192,07/09/2026,08/08/2026,08/08/2026,Paid On Time,30,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0193,07/12/2026,7,12,2026,Marketing,10079.49,2819.40,7260.09,100000.00,85532.03,0.1447,Social media promotion,Beltway Brand Works,Hyattsville,MD,Yes,Woman-Owned,INV-0712-0193,07/08/2026,08/07/2026,07/29/2026,Paid On Time,21,Yes,Yes,Approved,Taylor Johnson,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0194,07/13/2026,7,13,2026,Operations,16181.35,4639.56,11541.79,100000.00,80892.47,0.1911,Routine maintenance services,Virginia Business Logistics,Alexandria,VA,Yes,Disability-Owned,INV-0713-0194,07/13/2026,08/12/2026,08/08/2026,Paid On Time,26,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,Yes,No,Yes,Local DMV vendor; voluntarily identified as Disability-Owned,No,Yes
TXN-2026-0195,07/14/2026,7,14,2026,—,15238.90,0.00,15238.90,100000.00,80892.47,0.1911,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0196,07/15/2026,7,15,2026,Professional Services,14641.98,494.48,14147.50,100000.00,80397.99,0.1960,Legal consultation,Potomac Legal & Advisory,Bethesda,MD,Yes,Not Disclosed,INV-0715-0196,07/15/2026,08/14/2026,07/24/2026,Paid On Time,9,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0197,07/16/2026,7,16,2026,Operations,16921.56,3921.81,12999.75,100000.00,76476.18,0.2352,Inventory and fulfillment support,Capital Operations Group,Washington,DC,Yes,Not Disclosed,INV-0716-0197,07/13/2026,07/28/2026,,Pending,,Pending,Yes,Pending Review,Unassigned,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Invoice reminder sent → Exception flagged,No,No,No,No,Yes,Local DMV vendor,Yes,Yes
TXN-2026-0198,07/17/2026,7,17,2026,Utilities,18340.15,700.80,17639.35,100000.00,75775.38,0.2422,Electric utility payment,Pepco,Washington,DC,Yes,Not Disclosed,INV-0717-0198,07/15/2026,08/14/2026,,Pending,,Pending,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0199,07/18/2026,7,18,2026,Miscellaneous,10170.35,1199.45,8970.90,100000.00,74575.93,0.2542,Unplanned business expense,Neighborhood Business Market,Washington,DC,Yes,Minority-Owned,INV-0718-0199,07/14/2026,08/28/2026,08/04/2026,Paid On Time,21,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0200,07/19/2026,7,19,2026,Professional Services,9112.72,1532.69,7580.03,100000.00,73043.24,0.2696,Business advisory services,Potomac Legal & Advisory,Bethesda,MD,Yes,Woman-Owned,INV-0719-0200,07/17/2026,08/01/2026,08/17/2026,Paid Late,31,No,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0201,07/20/2026,7,20,2026,Miscellaneous,16789.51,3037.78,13751.73,100000.00,70005.46,0.2999,Unplanned business expense,Commonwealth Service Hub,Falls Church,VA,Yes,Veteran-Owned,INV-0720-0201,07/15/2026,07/30/2026,,Pending,,Pending,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Invoice reminder sent,No,No,No,No,No,Local DMV vendor; voluntarily identified as Veteran-Owned,Yes,Yes
TXN-2026-0202,07/21/2026,7,21,2026,—,16894.38,0.00,16894.38,100000.00,70005.46,0.2999,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0203,07/22/2026,7,22,2026,Utilities,18393.40,1380.60,17012.80,100000.00,68624.86,0.3138,Gas utility payment,Pepco,Washington,DC,Yes,Minority-Owned,INV-0722-0203,07/18/2026,08/17/2026,,Pending,,Pending,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0204,07/23/2026,7,23,2026,Equipment,14593.22,499.05,14094.17,100000.00,68125.81,0.3187,Office equipment replacement,DMV Office Tech,Silver Spring,MD,Yes,Veteran-Owned,INV-0723-0204,07/20/2026,08/19/2026,,Pending,,Pending,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Veteran-Owned,No,Yes
TXN-2026-0205,07/24/2026,7,24,2026,Miscellaneous,14259.77,2335.09,11924.68,100000.00,65790.72,0.3421,Community event expense,Beltway General Services,Takoma Park,MD,Yes,Minority-Owned,INV-0724-0205,07/22/2026,08/06/2026,07/31/2026,Paid On Time,9,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0206,07/25/2026,7,25,2026,Software & Subscriptions,6996.62,3418.89,3577.73,100000.00,62371.83,0.3763,Cloud hosting and storage,Potomac SaaS Solutions,Bethesda,MD,Yes,Minority-Owned,INV-0725-0206,07/20/2026,08/19/2026,08/13/2026,Paid On Time,24,Yes,Yes,Approved,Taylor Johnson,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
